0,0,5,.,f,r,e,e,-,c,o,u,n,t,e,r,.,c,o,.,u,k,0
0,0,6,.,f,r,e,e,-,a,d,u,l,t,-,c,o,u,n,t,e,r,s,.,x,-,x,t,r,a,.,c,o,m,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,1,7,6,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,1,7,8,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,1,7,9,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,1,8,8,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,1,8,9,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,1,9,2,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,1,9,4,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,1,9,6,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,1,9,9,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,2,0,4,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,2,0,9,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,2,1,1,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,2,2,0,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,2,2,2,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,2,2,3,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,2,2,4,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,2,2,7,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,2,2,8,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,2,2,9,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,2,3,3,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,2,3,4,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,2,3,6,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,2,3,8,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,2,4,0,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,2,4,2,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,2,4,5,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,2,4,6,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,2,5,1,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,2,5,2,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,2,5,3,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,2,5,5,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,2,5,7,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,2,5,8,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,2,6,0,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,2,6,3,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,2,6,4,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,2,6,5,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,2,6,6,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,2,6,9,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,2,7,0,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,2,7,1,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,2,7,4,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,2,7,9,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,2,8,4,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,2,8,6,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,2,8,7,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,2,9,0,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,2,9,1,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,2,9,5,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,2,9,8,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,3,0,0,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,3,0,1,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,3,0,5,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,3,0,6,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,3,1,1,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,3,1,2,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,3,1,7,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,3,1,9,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,3,2,0,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,3,2,3,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,3,2,4,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,3,2,9,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,3,3,0,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,3,3,1,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,3,3,5,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,3,3,6,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,3,3,7,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,3,4,1,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,3,4,2,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,3,4,7,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,3,4,9,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,3,5,1,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,3,5,6,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,3,5,9,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,3,6,2,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,3,6,3,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,3,6,8,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,3,7,2,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,3,7,4,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,3,7,6,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,3,8,0,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,3,8,2,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,3,8,5,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,3,8,8,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,3,9,0,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,3,9,6,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,4,0,1,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,4,0,2,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,4,0,4,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,4,0,7,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,4,1,0,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,4,1,3,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,4,1,4,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,4,1,5,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,4,1,9,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,4,2,2,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,4,2,3,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,4,2,4,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,4,2,6,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,4,2,7,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,4,3,0,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,4,3,2,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,4,3,6,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,4,4,0,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,4,4,4,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,4,4,6,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,4,4,9,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,4,5,0,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,4,5,3,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,4,5,5,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,4,5,6,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,4,5,7,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,4,6,1,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,4,6,3,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,4,6,5,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,4,6,6,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,4,7,1,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,4,7,2,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,4,7,6,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,4,7,7,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,4,8,1,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,4,8,4,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,4,8,6,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,4,8,9,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,4,9,2,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,4,9,4,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,4,9,5,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,4,9,6,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,4,9,9,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,5,0,2,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,5,0,3,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,5,0,4,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,5,0,9,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,5,1,0,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,5,1,4,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,5,1,7,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,5,2,0,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,5,2,5,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,5,2,7,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,5,3,1,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,5,3,6,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,5,3,7,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,5,4,2,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,5,4,3,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,5,4,4,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,5,4,8,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,5,5,4,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,5,5,5,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,5,5,6,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,5,5,8,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,5,5,9,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,5,6,1,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,5,6,2,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,5,6,5,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,5,6,7,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,5,7,6,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,5,7,7,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,5,7,8,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,5,8,0,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,5,8,1,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,5,8,3,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,5,8,6,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,5,8,9,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,5,9,8,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,6,0,1,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,6,0,4,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,6,1,1,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,6,1,3,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,6,1,6,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,6,1,9,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,6,2,2,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,6,2,5,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
a,d,.,d,o,u,b,l,e,c,l,i,c,k,.,n,e,t,.,5,9,6,3,4,.,9,3,1,8,.,3,0,2,b,r,.,n,e,t,0
